parameter,fraction,units,class,class_type,trout_class,spatial_extent,sampling_period,sampling_period_units,type,use,water_type,standard_type,narrative,wqs_threshold,wqs_threshold_formula,wqs_threshold_x_column,wqs_threshold_y_column,statistic,min_n,block,direction,threshold,t,summarize_rows,summarize_rows_operator,classification,calculation
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,>=,6.5,ph_units,TRUE,&,a,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,>=,6.5,ph_units,TRUE,&,a-special,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,>=,6.5,ph_units,TRUE,&,aa,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,>=,6.5,ph_units,TRUE,&,aa-special,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,<=,8.5,ph_units,TRUE,&,a,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,<=,8.5,ph_units,TRUE,&,a-special,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,<=,8.5,ph_units,TRUE,&,aa,
ph,total,ph_units,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,<=,8.5,ph_units,TRUE,&,aa-special,
ph,total,ph_units,d,fresh,none,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,,none,none,none,1,single,>=,6,ph_units,TRUE,&,d,
ph,total,ph_units,d,fresh,none,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,,none,none,none,1,single,<=,9.5,ph_units,TRUE,&,d,
phosphorus,total,ug/l,b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,pond,guidance_value,GV from TOGS 1.1.1 20 ug/L,none,,none,none,none,1,single,<=,20,ug/l,FALSE,,b,
phosphorus,total,ug/l,b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,pond,guidance_value,GV from TOGS 1.1.1 20 ug/L,none,,none,none,none,1,single,<=,20,ug/l,FALSE,,a,
phosphorus,total,ug/l,b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,pond,guidance_value,GV from TOGS 1.1.1 20 ug/L,none,,none,none,none,1,single,<=,20,ug/l,FALSE,,a-special,
phosphorus,total,ug/l,b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,pond,guidance_value,GV from TOGS 1.1.1 20 ug/L,none,,none,none,none,1,single,<=,20,ug/l,FALSE,,aa,
phosphorus,total,ug/l,b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,pond,guidance_value,GV from TOGS 1.1.1 20 ug/L,none,,none,none,none,1,single,<=,20,ug/l,FALSE,,aa-special,
silver,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,50 ug/L,none,,none,none,none,1,single,<=,50,ug/l,FALSE,,a,
silver,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,50 ug/L,none,,none,none,none,1,single,<=,50,ug/l,FALSE,,a-special,
silver,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,50 ug/L,none,,none,none,none,1,single,<=,50,ug/l,FALSE,,aa,
silver,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,50 ug/L,none,,none,none,none,1,single,<=,50,ug/l,FALSE,,aa-special,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,c,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,b,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,a,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,a-special,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,aa,
silver,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,0.1 ug/L,none,,none,none,none,1,single,<=,0.1,ug/l,FALSE,,aa-special,
silver_acid-soluble,dissolved,ug/l,d,fresh,none,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,exp(1.72 [ln (ppm hardness)] - 6.52); Standards for D and SD Classes apply to acid-soluble form.,thresh_hardness_correction,,result_numeric_hardness,none,none,1,single,<= ,NA,ug/l,FALSE,,d,
silver_acid-soluble,dissolved,ug/l,sd,saline,none,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow,water_quality_standard,2.3 ug/L; Standards for D and SD Classes apply to acid-soluble form.,none,,none,none,none,1,single,<=,2.3,ug/l,FALSE,,sd,
sulfate,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,"250,000 ug/L",none,,none,none,none,1,single,<=,250000,ug/l,FALSE,,a,
sulfate,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,"250,000 ug/L",none,,none,none,none,1,single,<=,250000,ug/l,FALSE,,a-special,
sulfate,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,"250,000 ug/L",none,,none,none,none,1,single,<=,250000,ug/l,FALSE,,aa,
sulfate,total,ug/l,a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,health_water-supply,source of water supply,flow; pond,water_quality_standard,"250,000 ug/L",none,,none,none,none,1,single,<=,250000,ug/l,FALSE,,aa-special,
total_coliform,total,cfu/100ml,aa,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 50 and 240",none,,none,none,median,5,month,<=,50,cfu/100ml,TRUE,&,aa,
total_coliform,total,cfu/100ml,aa,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 50 and 240",none,,none,none,pct_below_240,5,month,>=,80,percent,TRUE,&,aa,
total_coliform,total,cfu/100ml,a-special,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,"Geomean, of not less than five samples, take over not more than a 30 day period shall not exceed 1,000.",none,,none,none,geomean,5,month,<=,1000,cfu/100ml,FALSE,,a-special,
total_coliform,total,cfu/100ml,d; c,fresh,all,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,d,
total_coliform,total,cfu/100ml,d; c,fresh,all,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,c,
total_coliform,total,cfu/100ml,d; c,fresh,all,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,d,
total_coliform,total,cfu/100ml,d; c,fresh,all,nys; great_lakes,january-december,months,none,fishing,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,c,
total_coliform,total,cfu/100ml,b,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,b,
total_coliform,total,cfu/100ml,b,fresh,all,nys; great_lakes,january-december,months,none,primary contact recreation; secondary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,b,
total_coliform,total,cfu/100ml,a,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,a,
total_coliform,total,cfu/100ml,a,fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,a,
total_coliform,total,cfu/100ml,sd; sc,saline,none,nys; great_lakes,january-december,months,none,fishing,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,sd,
total_coliform,total,cfu/100ml,sd; sc,saline,none,nys; great_lakes,january-december,months,none,fishing,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,sc,
total_coliform,total,cfu/100ml,sd; sc,saline,none,nys; great_lakes,january-december,months,none,fishing,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,sd,
total_coliform,total,cfu/100ml,sd; sc,saline,none,nys; great_lakes,january-december,months,none,fishing,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,sc,
total_coliform,total,cfu/100ml,i,saline,none,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,i,
total_coliform,total,cfu/100ml,i,saline,none,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,i,
total_coliform,total,cfu/100ml,sb,saline,none,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,median,5,month,<=,2400,cfu/100ml,TRUE,&,sb,
total_coliform,total,cfu/100ml,sb,saline,none,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow,water_quality_standard,"Monthly median and more than 20 percent of the samples, from a minimum of five examinations, shall not exceed 2,400 and 5,000",none,,none,none,pct_below_5000,5,month,>=,80,percent,TRUE,&,sb,
total_coliform,total,cfu/100ml,sa,saline,none,nys; great_lakes,january-december,months,none,shellfishing,flow,water_quality_standard,Median most probable number value in any series of representative samples shall not be in excess of 70,none,,none,none,median,1,month,<=,70,cfu/100ml,FALSE,,sa,
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,c,yes
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,b,yes
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,a,yes
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,a-special,yes
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,aa,yes
zinc,dissolved,ug/l,c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow; pond,water_quality_standard,exp(0.85 [ln(ppm hardness)] + 0.50),thresh_hardness_correction, exp(0.85 * log(x) + 0.50),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,aa-special,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,d,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,c,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,b,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,a,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,a-special,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,aa,yes
zinc,dissolved,ug/l,d; c; b; a; a-special; aa; aa-special,fresh,all,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow; pond,water_quality_standard,0.978 exp(0.8473 [ln(ppm hardness)] + 0.884),thresh_hardness_correction, 0.978 * exp(0.8473 * log(x) + 0.884),result_numeric_hardness,none,none,1,single,<=,NA,ug/l,FALSE,,aa-special,yes
zinc,dissolved,ug/l,sc; i; sb; sa,saline,none,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow,water_quality_standard,66 ug/L,none,,none,none,none,1,single,<=,66,ug/l,FALSE,,sc,
zinc,dissolved,ug/l,sc; i; sb; sa,saline,none,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow,water_quality_standard,66 ug/L,none,,none,none,none,1,single,<=,66,ug/l,FALSE,,i,
zinc,dissolved,ug/l,sc; i; sb; sa,saline,none,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow,water_quality_standard,66 ug/L,none,,none,none,none,1,single,<=,66,ug/l,FALSE,,sb,
zinc,dissolved,ug/l,sc; i; sb; sa,saline,none,nys; great_lakes,january-december,months,aquatic_chronic,fishing,flow,water_quality_standard,66 ug/L,none,,none,none,none,1,single,<=,66,ug/l,FALSE,,sa,
zinc,dissolved,ug/l,sd,saline,none,nys; great_lakes,january-december,months,aquatic_acute,fishing,flow,water_quality_standard,95 ug/L,none,,none,none,none,1,single,<=,95,ug/l,FALSE,,sd,
ph,total,ph_units,b(t),fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,>=,6.5,ph_units,TRUE,&,b,
ph,total,ph_units,b(t),fresh,all,nys; great_lakes,january-december,months,none,fishing; secondary contact recreation; primary contact recreation,flow; pond,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,,none,none,none,1,single,<=,8.5,ph_units,TRUE,&,b,
