SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_ID,Date,SEIH_YSI_METER_ID,PARAMETER_NAME,PCODE,RESULT,unit,QLFR_NOTE,VALIDATOR_QUAL,VALIDATOR_QUAL_REASON,VALIDATION_DATE
34677,13-ROLF-2.4_19980929,13-ROLF-2.4,9/29/1998,,PH,U00400,8.5,std units,,,,
34678,13-ROLF-2.4_20020919,13-ROLF-2.4,9/19/2002,,TEMPERATURE,U00010,17.4,deg C,,,,
34679,13-ROLF-2.4_20020919,13-ROLF-2.4,9/19/2002,,CONDUCTANCE,U00094,425,uS/cm,,,,
34680,13-ROLF-2.4_20020919,13-ROLF-2.4,9/19/2002,,DISSOLVED_OXYGEN,U00300,11.5,mg/L,,,,
34681,13-ROLF-2.4_20020919,13-ROLF-2.4,9/19/2002,,PH,U00400,7.9,std units,,,,
34682,13-ROLF-2.4_20020919,13-ROLF-2.4,9/19/2002,,SALINITY,U00480,0.21,ppt,,,,
34683,13-ROLF-2.4_20030826,13-ROLF-2.4,8/26/2003,,TEMPERATURE,U00010,19.5,deg C,,,,
34684,13-ROLF-2.4_20030826,13-ROLF-2.4,8/26/2003,,CONDUCTANCE,U00094,378,uS/cm,,,,
34685,13-ROLF-2.4_20030826,13-ROLF-2.4,8/26/2003,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
34686,13-ROLF-2.4_20030826,13-ROLF-2.4,8/26/2003,,PH,U00400,8.3,std units,,,,
34687,13-ROLF-2.4_20070911,13-ROLF-2.4,9/11/2007,,TEMPERATURE,U00010,19,deg C,,,,
34688,13-ROLF-2.4_20070911,13-ROLF-2.4,9/11/2007,,CONDUCTANCE,U00094,330,uS/cm,,,,
34689,13-ROLF-2.4_20070911,13-ROLF-2.4,9/11/2007,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
34690,13-ROLF-2.4_20070911,13-ROLF-2.4,9/11/2007,,PH,U00400,8.3,std units,,,,
34691,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,TEMPERATURE,U00010,27.2,deg C,,,,
34692,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,CONDUCTANCE,U00094,312,uS/cm,,,,
34693,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,DISSOLVED_OXYGEN,U00300,6.01,mg/L,,,,
34694,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,PH,U00400,8.26,std units,,,,
34695,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,PCT_SATURATION,U00301,75.3,%,,,,
34696,13-ROLF-2.4_20080717,13-ROLF-2.4,7/17/2008,,SALINITY,U00480,0.15,ppt,,,,
34697,13-ROLF-2.4_20120911,13-ROLF-2.4,9/11/2012,,TEMPERATURE,U00010,15.33,deg C,,,,
34698,13-ROLF-2.4_20120911,13-ROLF-2.4,9/11/2012,,CONDUCTANCE,U00094,346,uS/cm,,,,
34699,13-ROLF-2.4_20120911,13-ROLF-2.4,9/11/2012,,DISSOLVED_OXYGEN,U00300,9.05,mg/L,,,,
34700,13-ROLF-2.4_20120911,13-ROLF-2.4,9/11/2012,,PH,U00400,8.32,std units,,,,
34701,13-ROLF-2.4_20120911,13-ROLF-2.4,9/11/2012,,PCT_SATURATION,U00301,90.4,%,,,,
34702,13-ROLF-2.4_20170724,13-ROLF-2.4,7/24/2017,,TEMPERATURE,U00010,20.9,deg C,,,,
34703,13-ROLF-2.4_20170724,13-ROLF-2.4,7/24/2017,,CONDUCTANCE,U00094,323,uS/cm,,,,
34704,13-ROLF-2.4_20170724,13-ROLF-2.4,7/24/2017,,DISSOLVED_OXYGEN,U00300,9.7,mg/L,,,,
34705,13-ROLF-2.4_20170724,13-ROLF-2.4,7/24/2017,,PH,U00400,8.5,std units,,,,
34706,13-ROLF-2.4_20170724,13-ROLF-2.4,7/24/2017,,PCT_SATURATION,U00301,109,%,,,,
34707,13-ROLF-8.5_19920728,13-ROLF-8.5,7/28/1992,,TEMPERATURE,U00010,21.2,deg C,,,,
34708,13-ROLF-8.5_19920728,13-ROLF-8.5,7/28/1992,,CONDUCTANCE,U00094,364,uS/cm,,,,
34709,13-ROLF-8.5_19920728,13-ROLF-8.5,7/28/1992,,DISSOLVED_OXYGEN,U00300,10,mg/L,,,,
34710,13-ROLF-8.5_19920728,13-ROLF-8.5,7/28/1992,,PH,U00400,8.3,std units,,,,
34711,13-ROLF-13.7_19920728,13-ROLF-13.7,7/28/1992,,TEMPERATURE,U00010,22,deg C,,,,
34712,13-ROLF-13.7_19920728,13-ROLF-13.7,7/28/1992,,CONDUCTANCE,U00094,350,uS/cm,,,,
34713,13-ROLF-13.7_19920728,13-ROLF-13.7,7/28/1992,,DISSOLVED_OXYGEN,U00300,11.9,mg/L,,,,
34714,13-ROLF-13.7_19920728,13-ROLF-13.7,7/28/1992,,PH,U00400,8.6,std units,,,,
34715,13-ROLF-19.7_19920728,13-ROLF-19.7,7/28/1992,,TEMPERATURE,U00010,21,deg C,,,,
34716,13-ROLF-19.7_19920728,13-ROLF-19.7,7/28/1992,,CONDUCTANCE,U00094,370,uS/cm,,,,
34717,13-ROLF-19.7_19920728,13-ROLF-19.7,7/28/1992,,DISSOLVED_OXYGEN,U00300,11.1,mg/L,,,,
34718,13-ROLF-19.7_19920728,13-ROLF-19.7,7/28/1992,,PH,U00400,8.7,std units,,,,
34719,13-ROLF-25.6_19910829,13-ROLF-25.6,8/29/1991,,TEMPERATURE,U00010,23,deg C,,,,
34720,13-ROLF-25.6_19910829,13-ROLF-25.6,8/29/1991,,CONDUCTANCE,U00094,340,uS/cm,,,,
34721,13-ROLF-25.6_19910829,13-ROLF-25.6,8/29/1991,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
34722,13-ROLF-25.6_19920728,13-ROLF-25.6,7/28/1992,,TEMPERATURE,U00010,19.9,deg C,,,,
34723,13-ROLF-25.6_19920728,13-ROLF-25.6,7/28/1992,,CONDUCTANCE,U00094,370,uS/cm,,,,
34724,13-ROLF-25.6_19920728,13-ROLF-25.6,7/28/1992,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
34725,13-ROLF-25.6_19920728,13-ROLF-25.6,7/28/1992,,PH,U00400,8.5,std units,,,,
34726,13-ROLF-28.0_19910829,13-ROLF-28.0,8/29/1991,,TEMPERATURE,U00010,22.5,deg C,,,,
34727,13-ROLF-28.0_19910829,13-ROLF-28.0,8/29/1991,,CONDUCTANCE,U00094,360,uS/cm,,,,
34728,13-ROLF-28.0_19910829,13-ROLF-28.0,8/29/1991,,DISSOLVED_OXYGEN,U00300,8.5,mg/L,,,,
34729,13-ROLF-28.0_19920728,13-ROLF-28.0,7/28/1992,,TEMPERATURE,U00010,20.2,deg C,,,,
34730,13-ROLF-28.0_19920728,13-ROLF-28.0,7/28/1992,,CONDUCTANCE,U00094,385,uS/cm,,,,
34731,13-ROLF-28.0_19920728,13-ROLF-28.0,7/28/1992,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
34732,13-ROLF-28.0_19920728,13-ROLF-28.0,7/28/1992,,PH,U00400,8.3,std units,,,,
34733,13-ROLF-31.6_19910829,13-ROLF-31.6,8/29/1991,,TEMPERATURE,U00010,22,deg C,,,,
34734,13-ROLF-31.6_19910829,13-ROLF-31.6,8/29/1991,,CONDUCTANCE,U00094,315,uS/cm,,,,
34735,13-ROLF-31.6_19910829,13-ROLF-31.6,8/29/1991,,DISSOLVED_OXYGEN,U00300,8.8,mg/L,,,,
34736,13-ROLF-31.6_19920728,13-ROLF-31.6,7/28/1992,,TEMPERATURE,U00010,19.8,deg C,,,,
34737,13-ROLF-31.6_19920728,13-ROLF-31.6,7/28/1992,,CONDUCTANCE,U00094,360,uS/cm,,,,
34738,13-ROLF-31.6_19920728,13-ROLF-31.6,7/28/1992,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
34739,13-ROLF-31.6_19920728,13-ROLF-31.6,7/28/1992,,PH,U00400,8,std units,,,,
34740,13-ROLF-41.6_19930630,13-ROLF-41.6,6/30/1993,,TEMPERATURE,U00010,21.1,deg C,,,,
34741,13-ROLF-41.6_19930630,13-ROLF-41.6,6/30/1993,,CONDUCTANCE,U00094,400,uS/cm,,,,
34742,13-ROLF-41.6_19930630,13-ROLF-41.6,6/30/1993,,DISSOLVED_OXYGEN,U00300,8.9,mg/L,,,,
34743,13-ROLF-41.6_19930630,13-ROLF-41.6,6/30/1993,,PH,U00400,8.1,std units,,,,
34744,13-ROLF-41.6_19940721,13-ROLF-41.6,7/21/1994,,TEMPERATURE,U00010,22.6,deg C,,,,
34745,13-ROLF-41.6_19940721,13-ROLF-41.6,7/21/1994,,CONDUCTANCE,U00094,358,uS/cm,,,,
34746,13-ROLF-41.6_19940721,13-ROLF-41.6,7/21/1994,,DISSOLVED_OXYGEN,U00300,12,mg/L,,,,
34747,13-ROLF-41.6_19940721,13-ROLF-41.6,7/21/1994,,PH,U00400,8.7,std units,,,,
34748,13-ROLF-41.6_19970917,13-ROLF-41.6,9/17/1997,,TEMPERATURE,U00010,16.4,deg C,,,,
34749,13-ROLF-41.6_19970917,13-ROLF-41.6,9/17/1997,,CONDUCTANCE,U00094,261,uS/cm,,,,
34750,13-ROLF-41.6_19970917,13-ROLF-41.6,9/17/1997,,DISSOLVED_OXYGEN,U00300,12,mg/L,,,,
34751,13-ROLF-41.6_19970917,13-ROLF-41.6,9/17/1997,,PH,U00400,8.5,std units,,,,
34752,13-ROLF-43.2_19970917,13-ROLF-43.2,9/17/1997,,TEMPERATURE,U00010,14.5,deg C,,,,
34753,13-ROLF-43.2_19970917,13-ROLF-43.2,9/17/1997,,CONDUCTANCE,U00094,251,uS/cm,,,,
34754,13-ROLF-43.2_19970917,13-ROLF-43.2,9/17/1997,,DISSOLVED_OXYGEN,U00300,13.1,mg/L,,,,
34755,13-ROLF-43.2_19970917,13-ROLF-43.2,9/17/1997,,PH,U00400,8.3,std units,,,,
34756,13-ROLF-44.6_19930630,13-ROLF-44.6,6/30/1993,,TEMPERATURE,U00010,20.7,deg C,,,,
34757,13-ROLF-44.6_19930630,13-ROLF-44.6,6/30/1993,,CONDUCTANCE,U00094,367,uS/cm,,,,
34758,13-ROLF-44.6_19930630,13-ROLF-44.6,6/30/1993,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
34759,13-ROLF-44.6_19930630,13-ROLF-44.6,6/30/1993,,PH,U00400,7.8,std units,,,,
34760,13-ROLF-44.6_19940721,13-ROLF-44.6,7/21/1994,,TEMPERATURE,U00010,21.8,deg C,,,,
34761,13-ROLF-44.6_19940721,13-ROLF-44.6,7/21/1994,,CONDUCTANCE,U00094,349,uS/cm,,,,
34762,13-ROLF-44.6_19940721,13-ROLF-44.6,7/21/1994,,DISSOLVED_OXYGEN,U00300,10.2,mg/L,,,,
34763,13-ROLF-44.6_19940721,13-ROLF-44.6,7/21/1994,,PH,U00400,8.1,std units,,,,
34764,13-ROLF-44.6_19970917,13-ROLF-44.6,9/17/1997,,TEMPERATURE,U00010,14.5,deg C,,,,
34765,13-ROLF-44.6_19970917,13-ROLF-44.6,9/17/1997,,CONDUCTANCE,U00094,238,uS/cm,,,,
34766,13-ROLF-44.6_19970917,13-ROLF-44.6,9/17/1997,,DISSOLVED_OXYGEN,U00300,12.7,mg/L,,,,
34767,13-ROLF-44.6_19970917,13-ROLF-44.6,9/17/1997,,PH,U00400,7.9,std units,,,,
34768,13-ROND-9.9_19910719,13-ROND-9.9,7/19/1991,,TEMPERATURE,U00010,29.5,deg C,,,,
34769,13-ROND-9.9_19910719,13-ROND-9.9,7/19/1991,,CONDUCTANCE,U00094,135,uS/cm,,,,
34770,13-ROND-9.9_19910719,13-ROND-9.9,7/19/1991,,DISSOLVED_OXYGEN,U00300,11.6,mg/L,,,,
34771,13-ROND-9.9_19920827,13-ROND-9.9,8/27/1992,,TEMPERATURE,U00010,25.5,deg C,,,,
34772,13-ROND-9.9_19920827,13-ROND-9.9,8/27/1992,,CONDUCTANCE,U00094,123,uS/cm,,,,
34773,13-ROND-9.9_19920827,13-ROND-9.9,8/27/1992,,DISSOLVED_OXYGEN,U00300,8.5,mg/L,,,,
34774,13-ROND-9.9_19920827,13-ROND-9.9,8/27/1992,,PH,U00400,8.6,std units,,,,
34775,13-ROND-9.9_19970918,13-ROND-9.9,9/18/1997,,TEMPERATURE,U00010,21.6,deg C,,,,
34776,13-ROND-9.9_19970918,13-ROND-9.9,9/18/1997,,CONDUCTANCE,U00094,66,uS/cm,,,,
34777,13-ROND-9.9_19970918,13-ROND-9.9,9/18/1997,,DISSOLVED_OXYGEN,U00300,9.7,mg/L,,,,
34778,13-ROND-9.9_19970918,13-ROND-9.9,9/18/1997,,PH,U00400,8.4,std units,,,,
34779,13-ROND-9.9_20020701,13-ROND-9.9,7/1/2002,,TEMPERATURE,U00010,26.4,deg C,,,,
34780,13-ROND-9.9_20020701,13-ROND-9.9,7/1/2002,,CONDUCTANCE,U00094,120,uS/cm,,,,
34781,13-ROND-9.9_20020701,13-ROND-9.9,7/1/2002,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
34782,13-ROND-9.9_20020701,13-ROND-9.9,7/1/2002,,PH,U00400,7.9,std units,,,,
34783,13-ROND-9.9_20070911,13-ROND-9.9,9/11/2007,,TEMPERATURE,U00010,22,deg C,,,,
34784,13-ROND-9.9_20070911,13-ROND-9.9,9/11/2007,,CONDUCTANCE,U00094,162,uS/cm,,,,
34785,13-ROND-9.9_20070911,13-ROND-9.9,9/11/2007,,DISSOLVED_OXYGEN,U00300,8.4,mg/L,,,,
34786,13-ROND-9.9_20070911,13-ROND-9.9,9/11/2007,,PH,U00400,7.5,std units,,,,
34787,13-ROND-9.9_20120911,13-ROND-9.9,9/11/2012,,TEMPERATURE,U00010,20.93,deg C,,,,
34788,13-ROND-9.9_20120911,13-ROND-9.9,9/11/2012,,CONDUCTANCE,U00094,155,uS/cm,,,,
34789,13-ROND-9.9_20120911,13-ROND-9.9,9/11/2012,,DISSOLVED_OXYGEN,U00300,9.16,mg/L,,,,
34790,13-ROND-9.9_20120911,13-ROND-9.9,9/11/2012,,PH,U00400,8.3,std units,,,,
34791,13-ROND-9.9_20120911,13-ROND-9.9,9/11/2012,,PCT_SATURATION,U00301,102.6,%,,,,
34792,13-ROND-9.9_20130718,13-ROND-9.9,7/18/2013,,TEMPERATURE,U00010,26.5,deg C,,,,
34793,13-ROND-9.9_20130718,13-ROND-9.9,7/18/2013,,CONDUCTANCE,U00094,135,uS/cm,,,,
34794,13-ROND-9.9_20130718,13-ROND-9.9,7/18/2013,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
34795,13-ROND-9.9_20130718,13-ROND-9.9,7/18/2013,,PH,U00400,8.6,std units,,,,
34796,13-ROND-9.9_20130718,13-ROND-9.9,7/18/2013,,PCT_SATURATION,U00301,115,%,,,,
34797,13-ROND-9.9_20170705,13-ROND-9.9,7/5/2017,,TEMPERATURE,U00010,24.7,deg C,,,,
34798,13-ROND-9.9_20170705,13-ROND-9.9,7/5/2017,,CONDUCTANCE,U00094,68.7,uS/cm,,,,
34799,13-ROND-9.9_20170705,13-ROND-9.9,7/5/2017,,DISSOLVED_OXYGEN,U00300,8.44,mg/L,,,,
34800,13-ROND-9.9_20170705,13-ROND-9.9,7/5/2017,,PH,U00400,8.34,std units,,,,
34801,13-ROND-9.9_20170705,13-ROND-9.9,7/5/2017,,PCT_SATURATION,U00301,100.7,%,,,,
34802,13-ROND-11.2_20020701,13-ROND-11.2,7/1/2002,,TEMPERATURE,U00010,26.5,deg C,,,,
34803,13-ROND-11.2_20020701,13-ROND-11.2,7/1/2002,,CONDUCTANCE,U00094,116,uS/cm,,,,
34804,13-ROND-11.2_20020701,13-ROND-11.2,7/1/2002,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
34805,13-ROND-11.2_20020701,13-ROND-11.2,7/1/2002,,PH,U00400,7.7,std units,,,,
34806,13-ROND-18.3_20020701,13-ROND-18.3,7/1/2002,,TEMPERATURE,U00010,25.6,deg C,,,,
34807,13-ROND-18.3_20020701,13-ROND-18.3,7/1/2002,,CONDUCTANCE,U00094,120,uS/cm,,,,
34808,13-ROND-18.3_20020701,13-ROND-18.3,7/1/2002,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
34809,13-ROND-18.3_20020701,13-ROND-18.3,7/1/2002,,PH,U00400,8.2,std units,,,,
34810,13-ROND-23.7_19990729,13-ROND-23.7,7/29/1999,,TEMPERATURE,U00010,20.7,deg C,,,,
34811,13-ROND-23.7_19990729,13-ROND-23.7,7/29/1999,,CONDUCTANCE,U00094,38,uS/cm,,,,
34812,13-ROND-23.7_19990729,13-ROND-23.7,7/29/1999,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
34813,13-ROND-23.7_19990729,13-ROND-23.7,7/29/1999,,PH,U00400,7.4,std units,,,,
34814,13-ROND-23.7_19990729,13-ROND-23.7,7/29/1999,,SALINITY,U00480,0.01,ppt,,,,
34815,13-ROND-23.7_20020701,13-ROND-23.7,7/1/2002,,TEMPERATURE,U00010,24,deg C,,,,
34816,13-ROND-23.7_20020701,13-ROND-23.7,7/1/2002,,CONDUCTANCE,U00094,137,uS/cm,,,,
34817,13-ROND-23.7_20020701,13-ROND-23.7,7/1/2002,,DISSOLVED_OXYGEN,U00300,10.7,mg/L,,,,
34818,13-ROND-23.7_20020701,13-ROND-23.7,7/1/2002,,PH,U00400,7.9,std units,,,,
34819,13-ROND-29.3_20020701,13-ROND-29.3,7/1/2002,,TEMPERATURE,U00010,22.5,deg C,,,,
34820,13-ROND-29.3_20020701,13-ROND-29.3,7/1/2002,,CONDUCTANCE,U00094,131,uS/cm,,,,
34821,13-ROND-29.3_20020701,13-ROND-29.3,7/1/2002,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
34822,13-ROND-29.3_20020701,13-ROND-29.3,7/1/2002,,PH,U00400,7.2,std units,,,,
34823,13-ROND-29.3_20020701,13-ROND-29.3,7/1/2002,,SALINITY,U00480,0.05,ppt,,,,
34824,13-ROND-32.2_20020701,13-ROND-32.2,7/1/2002,,TEMPERATURE,U00010,20.5,deg C,,,,
34825,13-ROND-32.2_20020701,13-ROND-32.2,7/1/2002,,CONDUCTANCE,U00094,184,uS/cm,,,,
34826,13-ROND-32.2_20020701,13-ROND-32.2,7/1/2002,,DISSOLVED_OXYGEN,U00300,8.4,mg/L,,,,
34827,13-ROND-32.2_20020701,13-ROND-32.2,7/1/2002,,PH,U00400,7.1,std units,,,,
34828,13-ROND-32.2_20020701,13-ROND-32.2,7/1/2002,,SALINITY,U00480,0.08,ppt,,,,
34829,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,TEMPERATURE,U00010,18,deg C,,,,
34830,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,CONDUCTANCE,U00094,193,uS/cm,,,,
34831,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,DISSOLVED_OXYGEN,U00300,7.7,mg/L,,,,
34832,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,PH,U00400,7.4,std units,,,,
34833,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,PCT_SATURATION,U00301,82,%,,,,
34834,13-ROND-32.2_20170727,13-ROND-32.2,7/27/2017,,SALINITY,U00480,0.09,ppt,,,,
34835,13-ROND-38.6_20020701,13-ROND-38.6,7/1/2002,,TEMPERATURE,U00010,15.5,deg C,,,,
34836,13-ROND-38.6_20020701,13-ROND-38.6,7/1/2002,,CONDUCTANCE,U00094,74,uS/cm,,,,
34837,13-ROND-38.6_20020701,13-ROND-38.6,7/1/2002,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
34838,13-ROND-38.6_20020701,13-ROND-38.6,7/1/2002,,PH,U00400,6.6,std units,,,,
34839,13-ROND-49.3_19910719,13-ROND-49.3,7/19/1991,,TEMPERATURE,U00010,22,deg C,,,,
34840,13-ROND-49.3_19910719,13-ROND-49.3,7/19/1991,,CONDUCTANCE,U00094,35,uS/cm,,,,
34841,13-ROND-49.3_19910719,13-ROND-49.3,7/19/1991,,DISSOLVED_OXYGEN,U00300,9.6,mg/L,,,,
34842,13-ROND-49.3_19920827,13-ROND-49.3,8/27/1992,,TEMPERATURE,U00010,19.9,deg C,,,,
34843,13-ROND-49.3_19920827,13-ROND-49.3,8/27/1992,,CONDUCTANCE,U00094,34,uS/cm,,,,
34844,13-ROND-49.3_19920827,13-ROND-49.3,8/27/1992,,DISSOLVED_OXYGEN,U00300,8.6,mg/L,,,,
34845,13-ROND-49.3_19920827,13-ROND-49.3,8/27/1992,,PH,U00400,6.6,std units,,,,
34846,13-ROND-49.3_20020701,13-ROND-49.3,7/1/2002,,TEMPERATURE,U00010,16.1,deg C,,,,
34847,13-ROND-49.3_20020701,13-ROND-49.3,7/1/2002,,CONDUCTANCE,U00094,33,uS/cm,,,,
34848,13-ROND-49.3_20020701,13-ROND-49.3,7/1/2002,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
34849,13-ROND-49.3_20020701,13-ROND-49.3,7/1/2002,,PH,U00400,6.3,std units,,,,
34850,13-ROND-51.2_20020701,13-ROND-51.2,7/1/2002,,TEMPERATURE,U00010,14.8,deg C,,,,
34851,13-ROND-51.2_20020701,13-ROND-51.2,7/1/2002,,CONDUCTANCE,U00094,26,uS/cm,,,,
34852,13-ROND-51.2_20020701,13-ROND-51.2,7/1/2002,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
34853,13-ROND-51.2_20020701,13-ROND-51.2,7/1/2002,,PH,U00400,6.3,std units,,,,
34854,13-ROND-51.2_20120913,13-ROND-51.2,9/13/2012,,TEMPERATURE,U00010,17.7,deg C,,,,
34855,13-ROND-51.2_20120913,13-ROND-51.2,9/13/2012,,CONDUCTANCE,U00094,34,uS/cm,,,,
34856,13-ROND-51.2_20120913,13-ROND-51.2,9/13/2012,,DISSOLVED_OXYGEN,U00300,6.25,mg/L,,,,
34857,13-ROND-51.2_20120913,13-ROND-51.2,9/13/2012,,PH,U00400,5.26,std units,,,,
34858,13-ROND-51.2_20120913,13-ROND-51.2,9/13/2012,,PCT_SATURATION,U00301,65.5,%,,,,
34859,13-ROND-54.3_19910719,13-ROND-54.3,7/19/1991,,TEMPERATURE,U00010,15,deg C,,,,
34860,13-ROND-54.3_19910719,13-ROND-54.3,7/19/1991,,CONDUCTANCE,U00094,30,uS/cm,,,,
34861,13-ROND-54.3_19910719,13-ROND-54.3,7/19/1991,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
34862,13-ROND-54.3_20020701,13-ROND-54.3,7/1/2002,,TEMPERATURE,U00010,13.4,deg C,,,,
34863,13-ROND-54.3_20020701,13-ROND-54.3,7/1/2002,,CONDUCTANCE,U00094,23,uS/cm,,,,
34864,13-ROND-54.3_20020701,13-ROND-54.3,7/1/2002,,DISSOLVED_OXYGEN,U00300,10.2,mg/L,,,,
34865,13-ROND-54.3_20020701,13-ROND-54.3,7/1/2002,,PH,U00400,6.5,std units,,,,
34866,13-ROND-55.5_19910719,13-ROND-55.5,7/19/1991,,TEMPERATURE,U00010,11,deg C,,,,
34867,13-ROND-55.5_19910719,13-ROND-55.5,7/19/1991,,CONDUCTANCE,U00094,20,uS/cm,,,,
34868,13-ROND-55.5_19910719,13-ROND-55.5,7/19/1991,,DISSOLVED_OXYGEN,U00300,10.1,mg/L,,,,
34869,13-ROND-55.6_19910719,13-ROND-55.6,7/19/1991,,TEMPERATURE,U00010,14.5,deg C,,,,
34870,13-ROND-55.6_19910719,13-ROND-55.6,7/19/1991,,CONDUCTANCE,U00094,20,uS/cm,,,,
34871,13-ROND-55.6_19910719,13-ROND-55.6,7/19/1991,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
34872,13-ROND-55.6_20020701,13-ROND-55.6,7/1/2002,,TEMPERATURE,U00010,13.3,deg C,,,,
34873,13-ROND-55.6_20020701,13-ROND-55.6,7/1/2002,,CONDUCTANCE,U00094,17,uS/cm,,,,
34874,13-ROND-55.6_20020701,13-ROND-55.6,7/1/2002,,DISSOLVED_OXYGEN,U00300,9.8,mg/L,,,,
34875,13-ROND-55.6_20020701,13-ROND-55.6,7/1/2002,,PH,U00400,6.2,std units,,,,
34876,13-ROND-58.0_19990729,13-ROND-58.0,7/29/1999,,TEMPERATURE,U00010,15.8,deg C,,,,
34877,13-ROND-58.0_19990729,13-ROND-58.0,7/29/1999,,CONDUCTANCE,U00094,18,uS/cm,,,,
34878,13-ROND-58.0_19990729,13-ROND-58.0,7/29/1999,,DISSOLVED_OXYGEN,U00300,11.5,mg/L,,,,
34879,13-ROND-58.0_19990729,13-ROND-58.0,7/29/1999,,PH,U00400,6.15,std units,,,,
34880,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,TEMPERATURE,U00010,14.4,deg C,,,,
34881,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,CONDUCTANCE,U00094,24,uS/cm,,,,
34882,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
34883,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,PH,U00400,5.98,std units,,,,
34884,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,PCT_SATURATION,U00301,92,%,,,,
34885,13-ROND-58.0_20100803,13-ROND-58.0,8/3/2010,,SALINITY,U00480,0.01,ppt,,,,
34886,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,TEMPERATURE,U00010,7.27,deg C,,,,
34887,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,CONDUCTANCE,U00094,18,uS/cm,,,,
34888,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,DISSOLVED_OXYGEN,U00300,11.04,mg/L,,,,
34889,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,PH,U00400,4.79,std units,,,,
34890,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,PCT_SATURATION,U00301,1.6,%,,,,
34891,13-ROND-58.0_20101021,13-ROND-58.0,10/21/2010,,SALINITY,U00480,0.01,ppt,,,,
34892,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,TEMPERATURE,U00010,8.74,deg C,,,,
34893,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,CONDUCTANCE,U00094,16,uS/cm,,,,
34894,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,DISSOLVED_OXYGEN,U00300,10.92,mg/L,,,,
34895,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,PH,U00400,4.9,std units,,,,
34896,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,PCT_SATURATION,U00301,93.8,%,,,,
34897,13-ROND-58.0_20110517,13-ROND-58.0,5/17/2011,,SALINITY,U00480,0.01,ppt,,,,
34898,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,TEMPERATURE,U00010,15.19,deg C,,,,
34899,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,CONDUCTANCE,U00094,19,uS/cm,,,,
34900,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,DISSOLVED_OXYGEN,U00300,9.79,mg/L,,,,
34901,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,PH,U00400,5.43,std units,,,,
34902,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,PCT_SATURATION,U00301,97.5,%,,,,
34903,13-ROND-58.0_20110720,13-ROND-58.0,7/20/2011,,SALINITY,U00480,0.01,ppt,,,,
