SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_ID,Date,SEIH_YSI_METER_ID,PARAMETER_NAME,PCODE,RESULT,unit,QLFR_NOTE,VALIDATOR_QUAL,VALIDATOR_QUAL_REASON,VALIDATION_DATE
210,01-BUFF-1.7_19870903,01-BUFF-1.7,9/3/1987,,CONDUCTANCE,U00094,340,uS/cm,,,,
211,01-BUFF-1.7_19870903,01-BUFF-1.7,9/3/1987,,DISSOLVED_OXYGEN,U00300,3.7,mg/L,,,,
212,01-BUFF-1.7_19880524,01-BUFF-1.7,5/24/1988,,TEMPERATURE,U00010,16.5,deg C,,,,
213,01-BUFF-1.7_19880524,01-BUFF-1.7,5/24/1988,,CONDUCTANCE,U00094,250,uS/cm,,,,
214,01-BUFF-1.7_19880524,01-BUFF-1.7,5/24/1988,,DISSOLVED_OXYGEN,U00300,7,mg/L,,,,
215,01-BUFF-1.7_19880524,01-BUFF-1.7,5/24/1988,,PH,U00400,8,std units,,,,
216,01-BUFF-1.7_19880628,01-BUFF-1.7,6/28/1988,,TEMPERATURE,U00010,22,deg C,,,,
217,01-BUFF-1.7_19880628,01-BUFF-1.7,6/28/1988,,CONDUCTANCE,U00094,350,uS/cm,,,,
218,01-BUFF-1.7_19880628,01-BUFF-1.7,6/28/1988,,DISSOLVED_OXYGEN,U00300,5.7,mg/L,,,,
219,01-BUFF-1.7_19880628,01-BUFF-1.7,6/28/1988,,PH,U00400,7.8,std units,,,,
220,01-BUFF-1.7_19880802,01-BUFF-1.7,8/2/1988,,DISSOLVED_OXYGEN,U00300,1.5,mg/L,,,,
221,01-BUFF-1.7_19880908,01-BUFF-1.7,9/8/1988,,TEMPERATURE,U00010,21,deg C,,,,
222,01-BUFF-1.7_19880908,01-BUFF-1.7,9/8/1988,,CONDUCTANCE,U00094,440,uS/cm,,,,
223,01-BUFF-1.7_19880908,01-BUFF-1.7,9/8/1988,,DISSOLVED_OXYGEN,U00300,7.5,mg/L,,,,
224,01-BUFF-1.7_19880908,01-BUFF-1.7,9/8/1988,,PH,U00400,8.3,std units,,,,
225,01-BUFF-1.7_19930610,01-BUFF-1.7,6/10/1993,,TEMPERATURE,U00010,17.74,deg C,,,,
226,01-BUFF-1.7_19930610,01-BUFF-1.7,6/10/1993,,CONDUCTANCE,U00094,410,uS/cm,,,,
227,01-BUFF-1.7_19930610,01-BUFF-1.7,6/10/1993,,DISSOLVED_OXYGEN,U00300,6.07,mg/L,,,,
228,01-BUFF-1.7_19930610,01-BUFF-1.7,6/10/1993,,PH,U00400,7.54,std units,,,,
229,01-BUFF-1.7_19930715,01-BUFF-1.7,7/15/1993,,TEMPERATURE,U00010,25.7,deg C,,,,
230,01-BUFF-1.7_19930715,01-BUFF-1.7,7/15/1993,,CONDUCTANCE,U00094,448,uS/cm,,,,
231,01-BUFF-1.7_19930715,01-BUFF-1.7,7/15/1993,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
232,01-BUFF-1.7_19930715,01-BUFF-1.7,7/15/1993,,PH,U00400,7.2,std units,,,,
233,01-BUFF-1.7_19930818,01-BUFF-1.7,8/18/1993,,TEMPERATURE,U00010,25.1,deg C,,,,
234,01-BUFF-1.7_19930818,01-BUFF-1.7,8/18/1993,,CONDUCTANCE,U00094,496,uS/cm,,,,
235,01-BUFF-1.7_19930818,01-BUFF-1.7,8/18/1993,,DISSOLVED_OXYGEN,U00300,1.8,mg/L,,,,
236,01-BUFF-1.7_19930818,01-BUFF-1.7,8/18/1993,,PH,U00400,7.3,std units,,,,
237,01-BUFF-1.7_19930922,01-BUFF-1.7,9/22/1993,,TEMPERATURE,U00010,18.2,deg C,,,,
238,01-BUFF-1.7_19930922,01-BUFF-1.7,9/22/1993,,CONDUCTANCE,U00094,463,uS/cm,,,,
239,01-BUFF-1.7_19930922,01-BUFF-1.7,9/22/1993,,DISSOLVED_OXYGEN,U00300,3.7,mg/L,,,,
240,01-BUFF-1.7_19930922,01-BUFF-1.7,9/22/1993,,PH,U00400,7.4,std units,,,,
241,01-BUFF-1.7_20000613,01-BUFF-1.7,6/13/2000,,TEMPERATURE,U00010,17.9,deg C,,,,
242,01-BUFF-1.7_20000613,01-BUFF-1.7,6/13/2000,,CONDUCTANCE,U00094,338,uS/cm,,,,
243,01-BUFF-1.7_20000613,01-BUFF-1.7,6/13/2000,,PH,U00400,7.5,std units,,,,
244,01-BUFF-1.7_20000718,01-BUFF-1.7,7/18/2000,,TEMPERATURE,U00010,23.5,deg C,,,,
245,01-BUFF-1.7_20000718,01-BUFF-1.7,7/18/2000,,CONDUCTANCE,U00094,512,uS/cm,,,,
246,01-BUFF-1.7_20000718,01-BUFF-1.7,7/18/2000,,DISSOLVED_OXYGEN,U00300,2.6,mg/L,,,,
247,01-BUFF-1.7_20000718,01-BUFF-1.7,7/18/2000,,PH,U00400,7.3,std units,,,,
248,01-BUFF-1.7_20000822,01-BUFF-1.7,8/22/2000,,TEMPERATURE,U00010,22.5,deg C,,,,
249,01-BUFF-1.7_20000822,01-BUFF-1.7,8/22/2000,,CONDUCTANCE,U00094,296,uS/cm,,,,
250,01-BUFF-1.7_20000822,01-BUFF-1.7,8/22/2000,,DISSOLVED_OXYGEN,U00300,4.8,mg/L,,,,
251,01-BUFF-1.7_20000822,01-BUFF-1.7,8/22/2000,,PH,U00400,7.4,std units,,,,
252,01-BUFF-1.7_20000926,01-BUFF-1.7,9/26/2000,,TEMPERATURE,U00010,15.1,deg C,,,,
253,01-BUFF-1.7_20000926,01-BUFF-1.7,9/26/2000,,CONDUCTANCE,U00094,341,uS/cm,,,,
254,01-BUFF-1.7_20000926,01-BUFF-1.7,9/26/2000,,DISSOLVED_OXYGEN,U00300,8.8,mg/L,,,,
255,01-BUFF-1.7_20000926,01-BUFF-1.7,9/26/2000,,PH,U00400,7.8,std units,,,,
256,01-BUFF-1.7_20000926,01-BUFF-1.7,9/26/2000,,SALINITY,U00480,0.17,ppt,,,,
257,01-BUFF-1.7_20050614,01-BUFF-1.7,6/14/2005,,TEMPERATURE,U00010,23.4,deg C,,,,
258,01-BUFF-1.7_20050614,01-BUFF-1.7,6/14/2005,,CONDUCTANCE,U00094,353,uS/cm,,,,
259,01-BUFF-1.7_20050614,01-BUFF-1.7,6/14/2005,,DISSOLVED_OXYGEN,U00300,4.8,mg/L,,,,
260,01-BUFF-1.7_20050614,01-BUFF-1.7,6/14/2005,,PH,U00400,7.4,std units,,,,
261,01-BUFF-1.7_20050614,01-BUFF-1.7,6/14/2005,,SALINITY,U00480,0.17,ppt,,,,
262,01-BUFF-1.7_20050722,01-BUFF-1.7,7/22/2005,,TEMPERATURE,U00010,26.5,deg C,,,,
263,01-BUFF-1.7_20050722,01-BUFF-1.7,7/22/2005,,CONDUCTANCE,U00094,471,uS/cm,,,,
264,01-BUFF-1.7_20050722,01-BUFF-1.7,7/22/2005,,DISSOLVED_OXYGEN,U00300,2.9,mg/L,,,,
265,01-BUFF-1.7_20050722,01-BUFF-1.7,7/22/2005,,PH,U00400,7.4,std units,,,,
266,01-BUFF-1.7_20050722,01-BUFF-1.7,7/22/2005,,PCT_SATURATION,U00301,37,%,,,,
267,01-BUFF-1.7_20050823,01-BUFF-1.7,8/23/2005,,TEMPERATURE,U00010,24.6,deg C,,,,
268,01-BUFF-1.7_20050823,01-BUFF-1.7,8/23/2005,,CONDUCTANCE,U00094,503,uS/cm,,,,
269,01-BUFF-1.7_20050823,01-BUFF-1.7,8/23/2005,,DISSOLVED_OXYGEN,U00300,3,mg/L,,,,
270,01-BUFF-1.7_20050823,01-BUFF-1.7,8/23/2005,,PH,U00400,7.4,std units,,,,
271,01-BUFF-1.7_20050823,01-BUFF-1.7,8/23/2005,,SALINITY,U00480,0.24,ppt,,,,
272,01-BUFF-5.9_19820623,01-BUFF-5.9,6/23/1982,,TEMPERATURE,U00010,19,deg C,,,,
273,01-BUFF-5.9_19820623,01-BUFF-5.9,6/23/1982,,CONDUCTANCE,U00094,390,uS/cm,,,,
274,01-BUFF-5.9_19820623,01-BUFF-5.9,6/23/1982,,DISSOLVED_OXYGEN,U00300,7.4,mg/L,,,,
275,01-BUFF-5.9_19820623,01-BUFF-5.9,6/23/1982,,PH,U00400,7.8,std units,,,,
276,01-BUFF-5.9_19820728,01-BUFF-5.9,7/28/1982,,TEMPERATURE,U00010,24,deg C,,,,
277,01-BUFF-5.9_19820728,01-BUFF-5.9,7/28/1982,,CONDUCTANCE,U00094,390,uS/cm,,,,
278,01-BUFF-5.9_19820728,01-BUFF-5.9,7/28/1982,,DISSOLVED_OXYGEN,U00300,7.3,mg/L,,,,
279,01-BUFF-5.9_19820901,01-BUFF-5.9,9/1/1982,,TEMPERATURE,U00010,20,deg C,,,,
280,01-BUFF-5.9_19820901,01-BUFF-5.9,9/1/1982,,CONDUCTANCE,U00094,410,uS/cm,,,,
281,01-BUFF-5.9_19820901,01-BUFF-5.9,9/1/1982,,DISSOLVED_OXYGEN,U00300,6.5,mg/L,,,,
282,01-BUFF-5.9_19820901,01-BUFF-5.9,9/1/1982,,PH,U00400,7.6,std units,,,,
283,01-BUFF-5.9_19821006,01-BUFF-5.9,10/6/1982,,TEMPERATURE,U00010,15.5,deg C,,,,
284,01-BUFF-5.9_19821006,01-BUFF-5.9,10/6/1982,,CONDUCTANCE,U00094,410,uS/cm,,,,
285,01-BUFF-5.9_19821006,01-BUFF-5.9,10/6/1982,,DISSOLVED_OXYGEN,U00300,6,mg/L,,,,
286,01-BUFF-5.9_19821006,01-BUFF-5.9,10/6/1982,,PH,U00400,7.8,std units,,,,
287,01-BULL-1.5_20050912,01-BULL-1.5,9/12/2005,,TEMPERATURE,U00010,19.45,deg C,,,,
288,01-BULL-1.5_20050912,01-BULL-1.5,9/12/2005,,CONDUCTANCE,U00094,938,uS/cm,,,,
289,01-BULL-1.5_20050912,01-BULL-1.5,9/12/2005,,DISSOLVED_OXYGEN,U00300,5.3,mg/L,,,,
290,01-BULL-1.5_20050912,01-BULL-1.5,9/12/2005,,PH,U00400,7.32,std units,,,,
291,01-BULL-1.5_20050912,01-BULL-1.5,9/12/2005,,SALINITY,U00480,0.4,ppt,,,,
292,01-BUTT-0.1_20000913,01-BUTT-0.1,9/13/2000,,TEMPERATURE,U00010,20,deg C,,,,
293,01-BUTT-0.1_20000913,01-BUTT-0.1,9/13/2000,,CONDUCTANCE,U00094,286,uS/cm,,,,
294,01-BUTT-0.1_20000913,01-BUTT-0.1,9/13/2000,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
295,01-BUTT-0.1_20000913,01-BUTT-0.1,9/13/2000,,PH,U00400,8.2,std units,,,,
296,01-CATT-2.0_19870519,01-CATT-2.0,5/19/1987,,TEMPERATURE,U00010,18,deg C,,,,
297,01-CATT-2.0_19870519,01-CATT-2.0,5/19/1987,,CONDUCTANCE,U00094,320,uS/cm,,,,
298,01-CATT-2.0_19870519,01-CATT-2.0,5/19/1987,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
299,01-CATT-2.0_19870519,01-CATT-2.0,5/19/1987,,PH,U00400,8.1,std units,,,,
300,01-CATT-2.0_19870622,01-CATT-2.0,6/22/1987,,TEMPERATURE,U00010,23,deg C,,,,
301,01-CATT-2.0_19870622,01-CATT-2.0,6/22/1987,,CONDUCTANCE,U00094,330,uS/cm,,,,
302,01-CATT-2.0_19870622,01-CATT-2.0,6/22/1987,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
303,01-CATT-2.0_19870622,01-CATT-2.0,6/22/1987,,PH,U00400,8.3,std units,,,,
304,01-CATT-2.0_19870729,01-CATT-2.0,7/29/1987,,TEMPERATURE,U00010,21.5,deg C,,,,
305,01-CATT-2.0_19870729,01-CATT-2.0,7/29/1987,,CONDUCTANCE,U00094,220,uS/cm,,,,
306,01-CATT-2.0_19870729,01-CATT-2.0,7/29/1987,,DISSOLVED_OXYGEN,U00300,8.9,mg/L,,,,
307,01-CATT-2.0_19880629,01-CATT-2.0,6/29/1988,,TEMPERATURE,U00010,20,deg C,,,,
308,01-CATT-2.0_19880629,01-CATT-2.0,6/29/1988,,CONDUCTANCE,U00094,400,uS/cm,,,,
309,01-CATT-2.0_19880629,01-CATT-2.0,6/29/1988,,DISSOLVED_OXYGEN,U00300,8.5,mg/L,,,,
310,01-CATT-2.0_19880629,01-CATT-2.0,6/29/1988,,PH,U00400,8.2,std units,,,,
311,01-CATT-2.0_19930819,01-CATT-2.0,8/19/1993,,TEMPERATURE,U00010,24.6,deg C,,,,
312,01-CATT-2.0_19930819,01-CATT-2.0,8/19/1993,,CONDUCTANCE,U00094,427,uS/cm,,,,
313,01-CATT-2.0_19930819,01-CATT-2.0,8/19/1993,,DISSOLVED_OXYGEN,U00300,6.7,mg/L,,,,
314,01-CATT-2.0_19930819,01-CATT-2.0,8/19/1993,,PH,U00400,8,std units,,,,
315,01-CATT-2.0_19940921,01-CATT-2.0,9/21/1994,,TEMPERATURE,U00010,18.7,deg C,,,,
316,01-CATT-2.0_19940921,01-CATT-2.0,9/21/1994,,CONDUCTANCE,U00094,432,uS/cm,,,,
317,01-CATT-2.0_19940921,01-CATT-2.0,9/21/1994,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
318,01-CATT-2.0_19940921,01-CATT-2.0,9/21/1994,,PH,U00400,8,std units,,,,
319,01-CATT-2.0_20000914,01-CATT-2.0,9/14/2000,,TEMPERATURE,U00010,17.2,deg C,,,,
320,01-CATT-2.0_20000914,01-CATT-2.0,9/14/2000,,CONDUCTANCE,U00094,340,uS/cm,,,,
321,01-CATT-2.0_20000914,01-CATT-2.0,9/14/2000,,DISSOLVED_OXYGEN,U00300,7.9,mg/L,,,,
322,01-CATT-2.0_20000914,01-CATT-2.0,9/14/2000,,PH,U00400,8.2,std units,,,,
323,01-CATT-2.0_20010702,01-CATT-2.0,7/2/2001,,TEMPERATURE,U00010,18.7,deg C,,,,
324,01-CATT-2.0_20010702,01-CATT-2.0,7/2/2001,,CONDUCTANCE,U00094,431,uS/cm,,,,
325,01-CATT-2.0_20010702,01-CATT-2.0,7/2/2001,,DISSOLVED_OXYGEN,U00300,7.9,mg/L,,,,
326,01-CATT-2.0_20010702,01-CATT-2.0,7/2/2001,,PH,U00400,7.75,std units,,,,
327,01-CATT-2.0_20050913,01-CATT-2.0,9/13/2005,,TEMPERATURE,U00010,21.8,deg C,,,,
328,01-CATT-2.0_20050913,01-CATT-2.0,9/13/2005,,CONDUCTANCE,U00094,440,uS/cm,,,,
329,01-CATT-2.0_20050913,01-CATT-2.0,9/13/2005,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
330,01-CATT-2.0_20050913,01-CATT-2.0,9/13/2005,,PH,U00400,8,std units,,,,
331,01-CATT-2.0_20060823,01-CATT-2.0,8/23/2006,,TEMPERATURE,U00010,22.2,deg C,,,,
332,01-CATT-2.0_20060823,01-CATT-2.0,8/23/2006,,CONDUCTANCE,U00094,396,uS/cm,,,,
333,01-CATT-2.0_20060823,01-CATT-2.0,8/23/2006,,DISSOLVED_OXYGEN,U00300,8.8,mg/L,,,,
334,01-CATT-2.0_20060823,01-CATT-2.0,8/23/2006,,PH,U00400,8.1,std units,,,,
335,01-CATT-2.0_20100902,01-CATT-2.0,9/2/2010,,TEMPERATURE,U00010,24.2,deg C,,,,
336,01-CATT-2.0_20100902,01-CATT-2.0,9/2/2010,,CONDUCTANCE,U00094,360,uS/cm,,,,
337,01-CATT-2.0_20100902,01-CATT-2.0,9/2/2010,,DISSOLVED_OXYGEN,U00300,7.1,mg/L,,,,
338,01-CATT-2.0_20100902,01-CATT-2.0,9/2/2010,,PH,U00400,7.93,std units,,,,
339,01-CATT-2.0_20100902,01-CATT-2.0,9/2/2010,,PCT_SATURATION,U00301,85,%,,,,
340,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,TEMPERATURE,U00010,23.5,deg C,,,,
341,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,CONDUCTANCE,U00094,475,uS/cm,,,,
342,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,DISSOLVED_OXYGEN,U00300,9,mg/L,,,,
343,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,PH,U00400,8.2,std units,,,,
344,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,PCT_SATURATION,U00301,106.7,%,,,,
345,01-CATT-2.0_20110705,01-CATT-2.0,7/5/2011,,SALINITY,U00480,0.23,ppt,,,,
346,01-CATT-11.0_19940921,01-CATT-11.0,9/21/1994,,TEMPERATURE,U00010,17.4,deg C,,,,
347,01-CATT-11.0_19940921,01-CATT-11.0,9/21/1994,,CONDUCTANCE,U00094,410,uS/cm,,,,
348,01-CATT-11.0_19940921,01-CATT-11.0,9/21/1994,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
349,01-CATT-11.0_19940921,01-CATT-11.0,9/21/1994,,PH,U00400,8.3,std units,,,,
350,01-CATT-17.5_19870519,01-CATT-17.5,5/19/1987,,TEMPERATURE,U00010,19,deg C,,,,
351,01-CATT-17.5_19870519,01-CATT-17.5,5/19/1987,,CONDUCTANCE,U00094,215,uS/cm,,,,
352,01-CATT-17.5_19870519,01-CATT-17.5,5/19/1987,,DISSOLVED_OXYGEN,U00300,9,mg/L,,,,
353,01-CATT-17.5_19870519,01-CATT-17.5,5/19/1987,,PH,U00400,8.4,std units,,,,
354,01-CATT-17.5_19870729,01-CATT-17.5,7/29/1987,,TEMPERATURE,U00010,21,deg C,,,,
355,01-CATT-17.5_19870729,01-CATT-17.5,7/29/1987,,CONDUCTANCE,U00094,310,uS/cm,,,,
356,01-CATT-17.5_19870729,01-CATT-17.5,7/29/1987,,DISSOLVED_OXYGEN,U00300,9.6,mg/L,,,,
357,01-CATT-17.5_19880629,01-CATT-17.5,6/29/1988,,TEMPERATURE,U00010,20,deg C,,,,
358,01-CATT-17.5_19880629,01-CATT-17.5,6/29/1988,,CONDUCTANCE,U00094,360,uS/cm,,,,
359,01-CATT-17.5_19880629,01-CATT-17.5,6/29/1988,,DISSOLVED_OXYGEN,U00300,10.4,mg/L,,,,
360,01-CATT-17.5_19880629,01-CATT-17.5,6/29/1988,,PH,U00400,8.7,std units,,,,
361,01-CATT-17.5_19880909,01-CATT-17.5,9/9/1988,,CONDUCTANCE,U00094,310,uS/cm,,,,
362,01-CATT-17.5_19880909,01-CATT-17.5,9/9/1988,,PH,U00400,8.7,std units,,,,
363,01-CATT-17.5_19940921,01-CATT-17.5,9/21/1994,,TEMPERATURE,U00010,15.5,deg C,,,,
364,01-CATT-17.5_19940921,01-CATT-17.5,9/21/1994,,CONDUCTANCE,U00094,423,uS/cm,,,,
365,01-CATT-17.5_19940921,01-CATT-17.5,9/21/1994,,DISSOLVED_OXYGEN,U00300,9.4,mg/L,,,,
366,01-CATT-17.5_19940921,01-CATT-17.5,9/21/1994,,PH,U00400,8.3,std units,,,,
367,01-CATT-17.5_20000914,01-CATT-17.5,9/14/2000,,TEMPERATURE,U00010,16.62,deg C,,,,
368,01-CATT-17.5_20000914,01-CATT-17.5,9/14/2000,,CONDUCTANCE,U00094,404,uS/cm,,,,
369,01-CATT-17.5_20000914,01-CATT-17.5,9/14/2000,,DISSOLVED_OXYGEN,U00300,10.22,mg/L,,,,
370,01-CATT-17.5_20000914,01-CATT-17.5,9/14/2000,,PH,U00400,8.27,std units,,,,
371,01-CATT-17.5_20000914,01-CATT-17.5,9/14/2000,,SALINITY,U00480,0.21,ppt,,,,
372,01-CATT-17.5_20150805,01-CATT-17.5,8/5/2015,,TEMPERATURE,U00010,25.3,deg C,,,,
373,01-CATT-17.5_20150805,01-CATT-17.5,8/5/2015,,CONDUCTANCE,U00094,424,uS/cm,,,,
374,01-CATT-17.5_20150805,01-CATT-17.5,8/5/2015,,DISSOLVED_OXYGEN,U00300,8.23,mg/L,,,,
375,01-CATT-17.5_20150805,01-CATT-17.5,8/5/2015,,PH,U00400,7.5,std units,,,,
376,01-CATT-17.5_20150805,01-CATT-17.5,8/5/2015,,PCT_SATURATION,U00301,101.8,%,,,,
377,01-CATT-27.3_19940921,01-CATT-27.3,9/21/1994,,TEMPERATURE,U00010,14.8,deg C,,,,
378,01-CATT-27.3_19940921,01-CATT-27.3,9/21/1994,,CONDUCTANCE,U00094,438,uS/cm,,,,
379,01-CATT-27.3_19940921,01-CATT-27.3,9/21/1994,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
380,01-CATT-27.3_19940921,01-CATT-27.3,9/21/1994,,PH,U00400,8.2,std units,,,,
381,01-CATT-36.9_19940920,01-CATT-36.9,9/20/1994,,TEMPERATURE,U00010,16.6,deg C,,,,
382,01-CATT-36.9_19940920,01-CATT-36.9,9/20/1994,,CONDUCTANCE,U00094,434,uS/cm,,,,
383,01-CATT-36.9_19940920,01-CATT-36.9,9/20/1994,,DISSOLVED_OXYGEN,U00300,13.1,mg/L,,,,
384,01-CATT-36.9_19940920,01-CATT-36.9,9/20/1994,,PH,U00400,8.6,std units,,,,
385,01-CATT-42.8_19940920,01-CATT-42.8,9/20/1994,,TEMPERATURE,U00010,18.9,deg C,,,,
386,01-CATT-42.8_19940920,01-CATT-42.8,9/20/1994,,CONDUCTANCE,U00094,444,uS/cm,,,,
387,01-CATT-42.8_19940920,01-CATT-42.8,9/20/1994,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
388,01-CATT-42.8_19940920,01-CATT-42.8,9/20/1994,,PH,U00400,8.3,std units,,,,
389,01-CATT-42.8_20000913,01-CATT-42.8,9/13/2000,,TEMPERATURE,U00010,19,deg C,,,,
390,01-CATT-42.8_20000913,01-CATT-42.8,9/13/2000,,CONDUCTANCE,U00094,319,uS/cm,,,,
391,01-CATT-42.8_20000913,01-CATT-42.8,9/13/2000,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
392,01-CATT-42.8_20000913,01-CATT-42.8,9/13/2000,,PH,U00400,7.9,std units,,,,
393,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,TEMPERATURE,U00010,19,deg C,,,,
394,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,CONDUCTANCE,U00094,410,uS/cm,,,,
395,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,DISSOLVED_OXYGEN,U00300,9.7,mg/L,,,,
396,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,PH,U00400,8.3,std units,,,,
397,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,PCT_SATURATION,U00301,104,%,,,,
398,01-CATT-46.9_20100825,01-CATT-46.9,8/25/2010,,SALINITY,U00480,0.2,ppt,,,,
399,01-CATT-48.4_20150806,01-CATT-48.4,8/6/2015,,TEMPERATURE,U00010,16.1,deg C,,,,
400,01-CATT-48.4_20150806,01-CATT-48.4,8/6/2015,,CONDUCTANCE,U00094,479,uS/cm,,,,
401,01-CATT-48.4_20150806,01-CATT-48.4,8/6/2015,,DISSOLVED_OXYGEN,U00300,13.3,mg/L,,,,
402,01-CATT-48.4_20150806,01-CATT-48.4,8/6/2015,,PH,U00400,8.39,std units,,,,
403,01-CATT-48.4_20150806,01-CATT-48.4,8/6/2015,,PCT_SATURATION,U00301,135.5,%,,,,
404,01-CATT-53.0_19940920,01-CATT-53.0,9/20/1994,,TEMPERATURE,U00010,19.2,deg C,,,,
405,01-CATT-53.0_19940920,01-CATT-53.0,9/20/1994,,CONDUCTANCE,U00094,392,uS/cm,,,,
406,01-CATT-53.0_19940920,01-CATT-53.0,9/20/1994,,DISSOLVED_OXYGEN,U00300,12.9,mg/L,,,,
407,01-CATT-53.0_19940920,01-CATT-53.0,9/20/1994,,PH,U00400,8.8,std units,,,,
408,01-CATT-56.4_19940920,01-CATT-56.4,9/20/1994,,TEMPERATURE,U00010,18.1,deg C,,,,
409,01-CATT-56.4_19940920,01-CATT-56.4,9/20/1994,,CONDUCTANCE,U00094,443,uS/cm,,,,
410,01-CATT-56.4_19940920,01-CATT-56.4,9/20/1994,,DISSOLVED_OXYGEN,U00300,10,mg/L,,,,
411,01-CATT-56.4_19940920,01-CATT-56.4,9/20/1994,,PH,U00400,8.4,std units,,,,
412,01-CATT-56.4_19980901,01-CATT-56.4,9/1/1998,,TEMPERATURE,U00010,20.6,deg C,,,,
413,01-CATT-56.4_19980901,01-CATT-56.4,9/1/1998,,CONDUCTANCE,U00094,425,uS/cm,,,,
414,01-CATT-56.4_19980901,01-CATT-56.4,9/1/1998,,DISSOLVED_OXYGEN,U00300,8.9,mg/L,,,,
415,01-CATT-56.4_19980901,01-CATT-56.4,9/1/1998,,PH,U00400,8.1,std units,,,,
416,01-CATT-56.4_19980901,01-CATT-56.4,9/1/1998,,SALINITY,U00480,0.2,ppt,,,,
417,01-CATT-56.4_20050913,01-CATT-56.4,9/13/2005,,TEMPERATURE,U00010,19.3,deg C,,,,
418,01-CATT-56.4_20050913,01-CATT-56.4,9/13/2005,,CONDUCTANCE,U00094,432,uS/cm,,,,
419,01-CATT-56.4_20050913,01-CATT-56.4,9/13/2005,,DISSOLVED_OXYGEN,U00300,12.61,mg/L,,,,
420,01-CATT-56.4_20050913,01-CATT-56.4,9/13/2005,,PH,U00400,8.28,std units,,,,
421,01-CATT-58.9_19940920,01-CATT-58.9,9/20/1994,,TEMPERATURE,U00010,16.4,deg C,,,,
422,01-CATT-58.9_19940920,01-CATT-58.9,9/20/1994,,CONDUCTANCE,U00094,420,uS/cm,,,,
423,01-CATT-58.9_19940920,01-CATT-58.9,9/20/1994,,DISSOLVED_OXYGEN,U00300,10.4,mg/L,,,,
424,01-CATT-58.9_19940920,01-CATT-58.9,9/20/1994,,PH,U00400,8.3,std units,,,,
425,01-CATT-58.9_19980901,01-CATT-58.9,9/1/1998,,TEMPERATURE,U00010,19.4,deg C,,,,
426,01-CATT-58.9_19980901,01-CATT-58.9,9/1/1998,,CONDUCTANCE,U00094,421,uS/cm,,,,
427,01-CATT-58.9_19980901,01-CATT-58.9,9/1/1998,,DISSOLVED_OXYGEN,U00300,10.1,mg/L,,,,
428,01-CATT-58.9_19980901,01-CATT-58.9,9/1/1998,,PH,U00400,8.4,std units,,,,
429,01-CATT-58.9_19980901,01-CATT-58.9,9/1/1998,,SALINITY,U00480,0.2,ppt,,,,
430,01-CATT-64.4_20010702,01-CATT-64.4,7/2/2001,,TEMPERATURE,U00010,17,deg C,,,,
431,01-CATT-64.4_20010702,01-CATT-64.4,7/2/2001,,CONDUCTANCE,U00094,416,uS/cm,,,,
432,01-CATT-64.4_20010702,01-CATT-64.4,7/2/2001,,DISSOLVED_OXYGEN,U00300,10.2,mg/L,,,,
433,01-CATT-64.4_20010702,01-CATT-64.4,7/2/2001,,PH,U00400,8,std units,,,,
434,01-CATT_S-12.6_20000914,01-CATT_S-12.6,9/14/2000,,TEMPERATURE,U00010,14.91,deg C,,,,
435,01-CATT_S-12.6_20000914,01-CATT_S-12.6,9/14/2000,,CONDUCTANCE,U00094,393,uS/cm,,,,
436,01-CATT_S-12.6_20000914,01-CATT_S-12.6,9/14/2000,,DISSOLVED_OXYGEN,U00300,10.41,mg/L,,,,
437,01-CATT_S-12.6_20000914,01-CATT_S-12.6,9/14/2000,,PH,U00400,8.03,std units,,,,
438,01-CATT_S-12.6_20000914,01-CATT_S-12.6,9/14/2000,,SALINITY,U00480,0.2,ppt,,,,
439,01-CATT_S-12.6_20060823,01-CATT_S-12.6,8/23/2006,,TEMPERATURE,U00010,18.2,deg C,,,,
440,01-CATT_S-12.6_20060823,01-CATT_S-12.6,8/23/2006,,CONDUCTANCE,U00094,436,uS/cm,,,,
